TransactionID,Date,Account,Type,Category,Subcategory,Amount,VendorClient,Description,PaymentMethod,Department,City,Month
300192,2026-03-07T00:00:00Z,Business,Income,Travel,Travel Sub,6744,Entity_448,Travel Transaction,Card,Sales,Johannesburg,2026-03
300193,2026-03-26T00:00:00Z,Business,Income,Consulting,Consulting Sub,14025,Entity_528,Consulting Transaction,Card,Operations,Cape Town,2026-03
300194,2026-02-15T00:00:00Z,Business,Income,Marketing,Marketing Sub,17037,Entity_28,Marketing Transaction,Card,Sales,Pretoria,2026-02
300195,2026-01-07T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-14198,Entity_673,Consulting Transaction,Cash,Operations,Pretoria,2026-01
300196,2026-02-13T00:00:00Z,Business,Income,Rent,Rent Sub,6183,Entity_551,Rent Transaction,Cash,Sales,Pretoria,2026-02
300197,2026-03-13T00:00:00Z,Business,Expense,Sales,Sales Sub,-13129,Entity_792,Sales Transaction,Card,Sales,Johannesburg,2026-03
300198,2026-03-07T00:00:00Z,Card,Income,Marketing,Marketing Sub,6171,Entity_555,Marketing Transaction,Card,Admin,Cape Town,2026-03
300199,2026-01-14T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-6632,Entity_706,Consulting Transaction,Eft,Operations,Pretoria,2026-01
300200,2026-03-16T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-15984,Entity_787,Consulting Transaction,Cash,Sales,Cape Town,2026-03
300201,2026-01-20T00:00:00Z,Business,Expense,Software,Software Sub,-13308,Entity_475,Software Transaction,Eft,Sales,Durban,2026-01
300202,2026-01-17T00:00:00Z,Card,Income,Consulting,Consulting Sub,4677,Entity_441,Consulting Transaction,Eft,Operations,Pretoria,2026-01
300203,2026-02-01T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-12322,Entity_933,Utilities Transaction,Eft,Admin,Johannesburg,2026-02
300204,2026-03-03T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-8298,Entity_507,Consulting Transaction,Eft,Sales,Johannesburg,2026-03
300205,2026-02-20T00:00:00Z,Card,Income,Consulting,Consulting Sub,948,Entity_486,Consulting Transaction,Cash,Admin,Durban,2026-02
300206,2026-03-22T00:00:00Z,Business,Income,Utilities,Utilities Sub,6271,Entity_130,Utilities Transaction,Card,Operations,Pretoria,2026-03
300207,2026-03-24T00:00:00Z,Card,Income,Consulting,Consulting Sub,14013,Entity_261,Consulting Transaction,Card,Operations,Johannesburg,2026-03
300208,2026-02-27T00:00:00Z,Business,Income,Travel,Travel Sub,19476,Entity_311,Travel Transaction,Eft,Sales,Cape Town,2026-02
300209,2026-02-12T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-10048,Entity_713,Consulting Transaction,Card,Admin,Johannesburg,2026-02
300210,2026-01-16T00:00:00Z,Card,Income,Travel,Travel Sub,3037,Entity_744,Travel Transaction,Card,Admin,Durban,2026-01
300211,2026-03-05T00:00:00Z,Card,Income,Rent,Rent Sub,2034,Entity_540,Rent Transaction,Card,Admin,Johannesburg,2026-03
300212,2026-01-29T00:00:00Z,Business,Income,Consulting,Consulting Sub,15925,Entity_268,Consulting Transaction,Card,Operations,Durban,2026-01
300213,2026-02-22T00:00:00Z,Business,Income,Software,Software Sub,2351,Entity_138,Software Transaction,Cash,Admin,Cape Town,2026-02
300214,2026-02-20T00:00:00Z,Card,Expense,Software,Software Sub,-9215,Entity_386,Software Transaction,Card,Admin,Pretoria,2026-02
300215,2026-01-29T00:00:00Z,Business,Expense,Software,Software Sub,-3066,Entity_674,Software Transaction,Eft,Sales,Johannesburg,2026-01
300216,2026-01-15T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-15464,Entity_397,Utilities Transaction,Card,Admin,Johannesburg,2026-01
300217,2026-01-15T00:00:00Z,Business,Expense,Rent,Rent Sub,-19212,Entity_305,Rent Transaction,Eft,Operations,Cape Town,2026-01
300218,2026-02-23T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-15425,Entity_259,Utilities Transaction,Eft,Sales,Cape Town,2026-02
300219,2026-01-23T00:00:00Z,Card,Income,Software,Software Sub,16522,Entity_967,Software Transaction,Eft,Sales,Pretoria,2026-01
300220,2026-01-17T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-5194,Entity_638,Marketing Transaction,Eft,Sales,Johannesburg,2026-01
300221,2026-02-17T00:00:00Z,Card,Income,Rent,Rent Sub,9998,Entity_870,Rent Transaction,Cash,Sales,Johannesburg,2026-02
300222,2026-01-13T00:00:00Z,Card,Income,Sales,Sales Sub,19999,Entity_468,Sales Transaction,Cash,Operations,Cape Town,2026-01
300223,2026-03-06T00:00:00Z,Card,Expense,Sales,Sales Sub,-6315,Entity_52,Sales Transaction,Card,Sales,Cape Town,2026-03
300224,2026-03-22T00:00:00Z,Card,Income,Software,Software Sub,11567,Entity_85,Software Transaction,Eft,Operations,Johannesburg,2026-03
300225,2026-03-31T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-3376,Entity_573,Utilities Transaction,Card,Operations,Durban,2026-03
300226,2026-03-01T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-803,Entity_357,Consulting Transaction,Cash,Sales,Cape Town,2026-03
300227,2026-02-24T00:00:00Z,Card,Expense,Rent,Rent Sub,-5305,Entity_988,Rent Transaction,Card,Admin,Pretoria,2026-02
300228,2026-02-18T00:00:00Z,Business,Expense,Rent,Rent Sub,-14046,Entity_456,Rent Transaction,Eft,Operations,Johannesburg,2026-02
300229,2026-03-02T00:00:00Z,Business,Income,Utilities,Utilities Sub,9497,Entity_843,Utilities Transaction,Cash,Operations,Cape Town,2026-03
300230,2026-03-29T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-8792,Entity_853,Marketing Transaction,Card,Operations,Pretoria,2026-03
300231,2026-03-22T00:00:00Z,Card,Income,Marketing,Marketing Sub,4989,Entity_904,Marketing Transaction,Eft,Operations,Johannesburg,2026-03
300232,2026-02-22T00:00:00Z,Card,Income,Marketing,Marketing Sub,14221,Entity_554,Marketing Transaction,Cash,Operations,Pretoria,2026-02
300233,2026-03-16T00:00:00Z,Card,Income,Marketing,Marketing Sub,17201,Entity_602,Marketing Transaction,Card,Sales,Cape Town,2026-03
300234,2026-02-13T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-8076,Entity_260,Utilities Transaction,Eft,Operations,Durban,2026-02
300235,2026-03-01T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-2816,Entity_51,Utilities Transaction,Eft,Admin,Pretoria,2026-03
300236,2026-03-01T00:00:00Z,Business,Income,Software,Software Sub,7329,Entity_504,Software Transaction,Eft,Admin,Durban,2026-03
300237,2026-02-06T00:00:00Z,Card,Income,Software,Software Sub,5064,Entity_617,Software Transaction,Eft,Operations,Pretoria,2026-02
300238,2026-02-22T00:00:00Z,Business,Income,Utilities,Utilities Sub,18305,Entity_586,Utilities Transaction,Cash,Sales,Pretoria,2026-02
300239,2026-01-18T00:00:00Z,Card,Expense,Software,Software Sub,-19701,Entity_552,Software Transaction,Card,Sales,Cape Town,2026-01
300240,2026-01-27T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-12841,Entity_788,Marketing Transaction,Card,Admin,Cape Town,2026-01
300241,2026-02-12T00:00:00Z,Business,Expense,Travel,Travel Sub,-13729,Entity_997,Travel Transaction,Card,Operations,Cape Town,2026-02
300242,2026-01-13T00:00:00Z,Card,Income,Consulting,Consulting Sub,15183,Entity_553,Consulting Transaction,Card,Admin,Johannesburg,2026-01
300243,2026-01-30T00:00:00Z,Business,Expense,Sales,Sales Sub,-10174,Entity_592,Sales Transaction,Card,Operations,Pretoria,2026-01
300244,2026-01-26T00:00:00Z,Business,Expense,Rent,Rent Sub,-3374,Entity_102,Rent Transaction,Eft,Operations,Johannesburg,2026-01
300245,2026-03-01T00:00:00Z,Business,Expense,Sales,Sales Sub,-7795,Entity_800,Sales Transaction,Cash,Sales,Pretoria,2026-03
300246,2026-01-25T00:00:00Z,Business,Expense,Travel,Travel Sub,-10569,Entity_167,Travel Transaction,Card,Sales,Pretoria,2026-01
300247,2026-03-28T00:00:00Z,Card,Income,Software,Software Sub,18743,Entity_721,Software Transaction,Card,Admin,Johannesburg,2026-03
300248,2026-01-29T00:00:00Z,Business,Income,Utilities,Utilities Sub,6032,Entity_629,Utilities Transaction,Eft,Operations,Durban,2026-01
300249,2026-02-13T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-9410,Entity_544,Marketing Transaction,Eft,Operations,Cape Town,2026-02
300250,2026-01-23T00:00:00Z,Card,Income,Software,Software Sub,6243,Entity_602,Software Transaction,Eft,Operations,Johannesburg,2026-01
300251,2026-02-07T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-17469,Entity_18,Consulting Transaction,Eft,Sales,Pretoria,2026-02
300252,2026-02-27T00:00:00Z,Card,Income,Travel,Travel Sub,19290,Entity_792,Travel Transaction,Eft,Operations,Durban,2026-02
300253,2026-02-26T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-13100,Entity_933,Marketing Transaction,Eft,Sales,Cape Town,2026-02
300254,2026-01-19T00:00:00Z,Business,Income,Software,Software Sub,14034,Entity_747,Software Transaction,Card,Operations,Pretoria,2026-01
300255,2026-01-12T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-12737,Entity_153,Consulting Transaction,Eft,Admin,Pretoria,2026-01
300256,2026-01-19T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-13305,Entity_847,Utilities Transaction,Eft,Admin,Pretoria,2026-01
300257,2026-03-14T00:00:00Z,Business,Expense,Travel,Travel Sub,-12525,Entity_900,Travel Transaction,Card,Admin,Cape Town,2026-03
300258,2026-02-02T00:00:00Z,Card,Income,Travel,Travel Sub,5246,Entity_615,Travel Transaction,Card,Admin,Cape Town,2026-02
300259,2026-02-18T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-8960,Entity_576,Utilities Transaction,Card,Operations,Cape Town,2026-02
300260,2026-02-28T00:00:00Z,Card,Income,Software,Software Sub,1592,Entity_1,Software Transaction,Eft,Operations,Cape Town,2026-02
300261,2026-03-21T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-8356,Entity_417,Consulting Transaction,Eft,Operations,Cape Town,2026-03
300262,2026-03-24T00:00:00Z,Card,Expense,Software,Software Sub,-13568,Entity_623,Software Transaction,Eft,Operations,Durban,2026-03
300263,2026-03-18T00:00:00Z,Business,Expense,Sales,Sales Sub,-8418,Entity_561,Sales Transaction,Cash,Sales,Cape Town,2026-03
300264,2026-03-13T00:00:00Z,Card,Expense,Travel,Travel Sub,-12968,Entity_433,Travel Transaction,Card,Admin,Cape Town,2026-03
300265,2026-01-02T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-5341,Entity_380,Utilities Transaction,Eft,Admin,Johannesburg,2026-01
300266,2026-02-23T00:00:00Z,Card,Income,Travel,Travel Sub,12628,Entity_708,Travel Transaction,Card,Operations,Pretoria,2026-02
300267,2026-01-01T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-18338,Entity_424,Consulting Transaction,Cash,Sales,Cape Town,2026-01
300268,2026-01-27T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-18131,Entity_572,Utilities Transaction,Eft,Admin,Durban,2026-01
300269,2026-03-27T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-2037,Entity_749,Consulting Transaction,Eft,Operations,Pretoria,2026-03
300270,2026-03-17T00:00:00Z,Business,Income,Software,Software Sub,6129,Entity_499,Software Transaction,Card,Admin,Johannesburg,2026-03
300271,2026-02-28T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-4334,Entity_688,Utilities Transaction,Eft,Admin,Johannesburg,2026-02
300272,2026-03-05T00:00:00Z,Card,Income,Rent,Rent Sub,902,Entity_803,Rent Transaction,Eft,Sales,Cape Town,2026-03
300273,2026-02-23T00:00:00Z,Card,Income,Consulting,Consulting Sub,12683,Entity_843,Consulting Transaction,Card,Admin,Cape Town,2026-02
300274,2026-03-17T00:00:00Z,Business,Income,Marketing,Marketing Sub,4181,Entity_91,Marketing Transaction,Eft,Sales,Pretoria,2026-03
300275,2026-03-18T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-17675,Entity_165,Utilities Transaction,Card,Operations,Pretoria,2026-03
300276,2026-02-12T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-733,Entity_134,Marketing Transaction,Card,Admin,Cape Town,2026-02
300277,2026-02-14T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-16399,Entity_502,Marketing Transaction,Cash,Operations,Pretoria,2026-02
300278,2026-02-01T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-7723,Entity_599,Utilities Transaction,Card,Sales,Durban,2026-02
300279,2026-02-09T00:00:00Z,Business,Income,Software,Software Sub,4756,Entity_952,Software Transaction,Cash,Admin,Cape Town,2026-02
300280,2026-01-16T00:00:00Z,Business,Expense,Travel,Travel Sub,-2727,Entity_452,Travel Transaction,Card,Operations,Cape Town,2026-01
300281,2026-01-03T00:00:00Z,Card,Expense,Travel,Travel Sub,-1824,Entity_147,Travel Transaction,Eft,Operations,Durban,2026-01
300282,2026-02-12T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-4218,Entity_310,Utilities Transaction,Card,Sales,Cape Town,2026-02
300283,2026-02-09T00:00:00Z,Business,Expense,Travel,Travel Sub,-18013,Entity_617,Travel Transaction,Eft,Admin,Pretoria,2026-02
300284,2026-03-16T00:00:00Z,Business,Income,Consulting,Consulting Sub,13328,Entity_862,Consulting Transaction,Card,Sales,Cape Town,2026-03
300285,2026-01-25T00:00:00Z,Business,Expense,Software,Software Sub,-19118,Entity_381,Software Transaction,Eft,Operations,Cape Town,2026-01
300286,2026-01-24T00:00:00Z,Business,Income,Travel,Travel Sub,17012,Entity_762,Travel Transaction,Card,Operations,Pretoria,2026-01
300287,2026-01-25T00:00:00Z,Card,Expense,Travel,Travel Sub,-14263,Entity_156,Travel Transaction,Cash,Sales,Pretoria,2026-01
300288,2026-02-24T00:00:00Z,Card,Income,Marketing,Marketing Sub,18699,Entity_99,Marketing Transaction,Eft,Sales,Durban,2026-02
300289,2026-03-25T00:00:00Z,Card,Income,Sales,Sales Sub,15668,Entity_311,Sales Transaction,Eft,Admin,Pretoria,2026-03
300290,2026-02-13T00:00:00Z,Business,Expense,Travel,Travel Sub,-17122,Entity_470,Travel Transaction,Card,Admin,Durban,2026-02
300291,2026-02-28T00:00:00Z,Business,Income,Sales,Sales Sub,5707,Entity_530,Sales Transaction,Eft,Sales,Pretoria,2026-02
300292,2026-02-07T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-13274,Entity_966,Utilities Transaction,Eft,Sales,Durban,2026-02
300293,2026-01-28T00:00:00Z,Card,Income,Utilities,Utilities Sub,19516,Entity_23,Utilities Transaction,Eft,Sales,Cape Town,2026-01
300294,2026-03-28T00:00:00Z,Business,Income,Marketing,Marketing Sub,8888,Entity_319,Marketing Transaction,Card,Operations,Durban,2026-03
300295,2026-02-06T00:00:00Z,Card,Income,Rent,Rent Sub,7712,Entity_500,Rent Transaction,Card,Sales,Johannesburg,2026-02
300296,2026-01-13T00:00:00Z,Card,Income,Rent,Rent Sub,554,Entity_892,Rent Transaction,Cash,Admin,Johannesburg,2026-01
300297,2026-01-22T00:00:00Z,Business,Income,Utilities,Utilities Sub,18609,Entity_371,Utilities Transaction,Eft,Sales,Cape Town,2026-01
300298,2026-01-14T00:00:00Z,Card,Expense,Rent,Rent Sub,-1389,Entity_75,Rent Transaction,Card,Sales,Cape Town,2026-01
300299,2026-01-31T00:00:00Z,Card,Income,Rent,Rent Sub,19003,Entity_433,Rent Transaction,Cash,Sales,Cape Town,2026-01
300300,2026-02-24T00:00:00Z,Business,Income,Sales,Sales Sub,19602,Entity_924,Sales Transaction,Card,Sales,Pretoria,2026-02
300301,2026-02-26T00:00:00Z,Business,Expense,Rent,Rent Sub,-2810,Entity_942,Rent Transaction,Eft,Admin,Durban,2026-02
300302,2026-02-17T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-12631,Entity_24,Consulting Transaction,Card,Sales,Cape Town,2026-02
300303,2026-01-27T00:00:00Z,Business,Income,Marketing,Marketing Sub,4673,Entity_920,Marketing Transaction,Cash,Sales,Johannesburg,2026-01
300304,2026-01-09T00:00:00Z,Card,Expense,Sales,Sales Sub,-7705,Entity_551,Sales Transaction,Eft,Admin,Pretoria,2026-01
300305,2026-02-23T00:00:00Z,Business,Income,Marketing,Marketing Sub,1646,Entity_113,Marketing Transaction,Eft,Operations,Cape Town,2026-02
300306,2026-01-21T00:00:00Z,Business,Expense,Sales,Sales Sub,-3569,Entity_262,Sales Transaction,Cash,Operations,Durban,2026-01
300307,2026-03-19T00:00:00Z,Card,Expense,Utilities,Utilities Sub,-13938,Entity_578,Utilities Transaction,Card,Operations,Johannesburg,2026-03
300308,2026-03-13T00:00:00Z,Card,Expense,Travel,Travel Sub,-4377,Entity_926,Travel Transaction,Card,Sales,Pretoria,2026-03
300309,2026-01-03T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-16879,Entity_450,Utilities Transaction,Eft,Operations,Cape Town,2026-01
300310,2026-03-02T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-2180,Entity_538,Marketing Transaction,Card,Operations,Cape Town,2026-03
300311,2026-01-18T00:00:00Z,Card,Income,Sales,Sales Sub,2326,Entity_552,Sales Transaction,Card,Sales,Pretoria,2026-01
300312,2026-03-14T00:00:00Z,Card,Income,Utilities,Utilities Sub,17862,Entity_694,Utilities Transaction,Card,Sales,Durban,2026-03
300313,2026-03-01T00:00:00Z,Card,Expense,Marketing,Marketing Sub,-18223,Entity_580,Marketing Transaction,Eft,Operations,Pretoria,2026-03
300314,2026-02-10T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-4369,Entity_750,Utilities Transaction,Eft,Admin,Durban,2026-02
300315,2026-02-07T00:00:00Z,Business,Expense,Software,Software Sub,-17666,Entity_685,Software Transaction,Card,Sales,Pretoria,2026-02
300316,2026-03-26T00:00:00Z,Card,Expense,Rent,Rent Sub,-16565,Entity_621,Rent Transaction,Cash,Operations,Pretoria,2026-03
300317,2026-03-17T00:00:00Z,Card,Income,Travel,Travel Sub,10785,Entity_437,Travel Transaction,Card,Admin,Cape Town,2026-03
300318,2026-01-10T00:00:00Z,Business,Expense,Marketing,Marketing Sub,-15838,Entity_763,Marketing Transaction,Eft,Sales,Durban,2026-01
300319,2026-01-05T00:00:00Z,Business,Income,Rent,Rent Sub,15180,Entity_340,Rent Transaction,Eft,Sales,Johannesburg,2026-01
300320,2026-03-15T00:00:00Z,Card,Expense,Consulting,Consulting Sub,-2060,Entity_702,Consulting Transaction,Eft,Sales,Johannesburg,2026-03
300321,2026-03-08T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-6058,Entity_459,Consulting Transaction,Cash,Admin,Johannesburg,2026-03
300322,2026-01-09T00:00:00Z,Card,Income,Consulting,Consulting Sub,16425,Entity_85,Consulting Transaction,Card,Operations,Cape Town,2026-01
300323,2026-02-22T00:00:00Z,Card,Income,Marketing,Marketing Sub,11050,Entity_506,Marketing Transaction,Card,Sales,Johannesburg,2026-02
300324,2026-03-17T00:00:00Z,Card,Expense,Travel,Travel Sub,-13534,Entity_900,Travel Transaction,Eft,Operations,Johannesburg,2026-03
300325,2026-02-23T00:00:00Z,Business,Income,Utilities,Utilities Sub,13087,Entity_57,Utilities Transaction,Eft,Admin,Pretoria,2026-02
300326,2026-03-01T00:00:00Z,Card,Expense,Travel,Travel Sub,-18931,Entity_156,Travel Transaction,Eft,Admin,Johannesburg,2026-03
300327,2026-01-03T00:00:00Z,Business,Expense,Consulting,Consulting Sub,-10936,Entity_924,Consulting Transaction,Eft,Sales,Johannesburg,2026-01
300328,2026-02-19T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-19439,Entity_541,Utilities Transaction,Eft,Admin,Durban,2026-02
300329,2026-02-01T00:00:00Z,Business,Income,Consulting,Consulting Sub,5375,Entity_388,Consulting Transaction,Card,Operations,Pretoria,2026-02
300330,2026-02-23T00:00:00Z,Card,Expense,Software,Software Sub,-10337,Entity_299,Software Transaction,Eft,Sales,Durban,2026-02
300331,2026-03-04T00:00:00Z,Card,Income,Marketing,Marketing Sub,9870,Entity_686,Marketing Transaction,Card,Sales,Johannesburg,2026-03
300332,2026-01-20T00:00:00Z,Card,Income,Software,Software Sub,10301,Entity_226,Software Transaction,Card,Operations,Pretoria,2026-01
300333,2026-03-18T00:00:00Z,Card,Expense,Sales,Sales Sub,-18125,Entity_329,Sales Transaction,Card,Admin,Johannesburg,2026-03
300334,2026-02-15T00:00:00Z,Business,Expense,Software,Software Sub,-16718,Entity_659,Software Transaction,Cash,Admin,Cape Town,2026-02
300335,2026-01-18T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-19397,Entity_212,Utilities Transaction,Card,Sales,Pretoria,2026-01
300336,2026-03-02T00:00:00Z,Card,Income,Consulting,Consulting Sub,5458,Entity_909,Consulting Transaction,Card,Operations,Cape Town,2026-03
300337,2026-02-17T00:00:00Z,Business,Income,Marketing,Marketing Sub,14901,Entity_558,Marketing Transaction,Cash,Sales,Cape Town,2026-02
300338,2026-02-15T00:00:00Z,Business,Expense,Utilities,Utilities Sub,-13039,Entity_956,Utilities Transaction,Card,Operations,Johannesburg,2026-02
300339,2026-01-24T00:00:00Z,Business,Income,Sales,Sales Sub,2468,Entity_926,Sales Transaction,Eft,Sales,Johannesburg,2026-01
300340,2026-01-18T00:00:00Z,Card,Expense,Rent,Rent Sub,-11727,Entity_888,Rent Transaction,Eft,Operations,Pretoria,2026-01
300341,2026-01-20T00:00:00Z,Business,Income,Sales,Sales Sub,12953,Entity_854,Sales Transaction,Eft,Admin,Pretoria,2026-01
300342,2026-03-07T00:00:00Z,Business,Income,Software,Software Sub,2104,Entity_980,Software Transaction,Eft,Admin,Cape Town,2026-03
